0,30,0,0,0,0,0,0,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.005,30,0,0,0,0,0,0.15,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.01,30,0,0,0,0,0,0.3,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.015,30,0,0,0,0,0,0.45,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.02,30,0,0,0,0,0,0.6,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.025,30,0,0,0,0,0,0.75,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.03,30,0,0,0,0,0,0.9,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.035,30,0,0,0,0,0,1.05,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.04,30,0,0,0,0,0,1.2,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.045,30,0,0,0,0,0,1.35,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.05,30,0,0,0,0,0,1.5,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.055,30,0,0,0,0,0,1.65,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.06,30,0,0,0,0,0,1.8,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.065,30,0,0,0,0,0,1.95,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.07,30,0,0,0,0,0,2.1,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.075,30,0,0,0,0,0,2.25,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.08,30,0,0,0,0,0,2.4,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.085,30,0,0,0,0,0,2.55,0,0,0,-0,-0,-2.399e-12,-2.399e-12,-2.399e-12,-2.399e-12,-1.1842e-16,-1.1842e-16,-1.1842e-16,-1.1842e-16,0,0,-0,-0
0.09,30,0,0,0,0,0,2.7,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.095,30,0,0,0,0,0,2.85,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.1,30,0,0,0,0,0,3,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.105,30,0,0,0,0,0,3.15,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.11,30,0,0,0,0,0,3.3,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
0.115,30,0,0,0,0,0,3.45,0,0,0,-0,-0,2.399e-12,2.399e-12,2.399e-12,2.399e-12,1.1842e-16,1.1842e-16,1.1842e-16,1.1842e-16,0,0,-0,-0
